Услуга,Вопрос #,Вопрос,Короткий ответ,Полный ответ,Schema JSON,Ключи
"Сайт на 1С-Битрикс",6,"Сколько товаров выдерживает 1С-Битрикс?","500-неограниченно","**Старт** — **500 товаров** (опт/розница). **Малый бизнес** — **5000+ товаров** (многоскладская торговля). **Prime** — **неограниченно** (500 000+ SKU, 1000+ характеристик/товар). **Нагрузка**: 15 000+ одновременных посетителей, 5000+ заказов/день. **Кластерная архитектура** Prime — авто-масштабирование. **Поиск**: сферический+фильтры+свойства. **73% клиентов** — каталоги 1000-50 000 товаров.","{""@type"":""Question"",""name"":""Сколько товаров..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""500-неограниченно..."}}","битрикс количество товаров,1с битрикс каталог,битрикс большой каталог"
"Сайт на 1С-Битрикс",7,"Какие платежные системы интегрируются с Битрикс?","10-30+ систем","**Старт** — **10 систем**: Тинькофф, СБП, ЮKassa, Сбербанк Эквайринг, CloudPayments, Робокасса. **Малый бизнес** — **25 систем** + рассрочка (Тинькофф/Сбер), онлайн-чеки. **Prime** — **30+ систем** + криптовалюта, B2B-счета, корпоративные карты. **МП/ИП/ООО** — все способы оплаты. **Авторизация** через Госуслуги/ЕСИА. **Конверсия оплат 3-7%**. **СМЭВ** для B2G.","{""@type"":""Question"",""name"":""Какие платежные..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10-30+ систем..."}}","битрикс платежные системы,1с битрикс оплата,битрикс эквайринг"
"Сайт на 1С-Битрикс",8,"B2B-функционал на 1С-Битрикс какой?","Полные B2B-модули","**Личный кабинет B2B**: индивидуальные прайс-листы, оптовые скидки, история заказов, документооборот (договоры/счета/накладные), быстрая корзина, Excel-отгрузка. **Роли**: розница/опт/VIP/дилер. **Интеграция 1С**: остатки по складам в реальном времени. **73% B2B-клиентов** используют личный кабинет (конверсия +47%). **Мобильное приложение** для менеджеров. **API** для ERP/склад/WMS.","{""@type"":""Question"",""name"":""B2B-функционал..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Полные B2B-модули..."}}","битрикс b2b модули,1с битрикс личный кабинет,битрикс оптовая торговля"
"Сайт на 1С-Битрикс",9,"Какая скорость и нагрузка у сайтов на Битрикс?","15к+ посетителей/день","**Старт** — **5 000 посетителей/день**, PageSpeed 85+. **Малый бизнес** — **15 000+ посетителей/день**, PageSpeed 92+. **Prime** — **50 000+ посетителей/день**, кластерное хостинг+CDN, авто-масштабирование. **5000+ заказов/день** обработка. **Поиск по 500к+ товаров** <0.5 сек. **Мониторинг**: New Relic+Grafana. **99.99% uptime**. **Тестирование нагрузки** включено во все тарифы.","{""@type"":""Question"",""name"":""Какая скорость..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""15к+ посетителей/день..."}}","битрикс нагрузка,1с битрикс высокая посещаемость,битрикс скорость сайта"
"Сайт на 1С-Битрикс",10,"Сколько стоит сопровождение сайта на 1С-Битрикс?","65к/мес — 1С-специалист","**Старт** 45к/мес — обновления Битрикс/1С, бэкапы, мелкие доработки. **Корпоративный** 65к/мес — **1С-специалист+разработчик** (30 часов): каталог, интеграции, B2B-модули. **Enterprise** 120к/мес — кластер+DevOps+1С (60 часов). **Лицензия Битрикс** продление отдельно (5-35к₽/мес). **SLA**: реакция 2 часа. **95% клиентов Битрикс** подключают сопровождение. **Экономия**: 2 FTE 1С+разработчик (400к/мес).","{""@type"":""Question"",""name"":""Сколько стоит сопровождение..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""65к/мес — 1С-специалист..."}}","сопровождение 1с битрикс,техподдержка битрикс,обслуживание сайта битрикс"
"Интернет-магазин",1,"Сколько стоит интернет-магазин под ключ в Москве 2026?","450к-1.6млн ₽","**Старт** 450 000₽ — каталог 1000 товаров, WordPress+WooCommerce, 10 платежных систем (Тинькофф/СБП/ЮKassa), 5 служб доставки (СДЭК/Boxberry), личный кабинет, промокоды, PageSpeed 90+. **Малый бизнес** 950 000₽ — 10 000+ товаров, 25 платежных систем+рассрочка, B2B-прайс-листы, интеграция 1С, фильтры по 50+ характеристикам. **Prime** 1 600 000₽ — неограниченный каталог, 30+ платежек+крипта, кластерное хостинг, API маркетплейсов (Wildberries/Ozon), enterprise SEO 500 ключей. **Срок 30-60 дней**. Для B2C/B2B магазинов с оборотом 5млн₽+/мес.","{""@type"":""Question"",""name"":""Сколько стоит интернет-магазин..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""450к-1.6млн ₽..."}}","интернет магазин под ключ,создать интернет магазин цена,интернет магазин разработка"
"Интернет-магазин",2,"WordPress WooCommerce или 1С-Битрикс для интернет-магазина?","Woo=1000 товаров,Bитрикс=5000+","**WordPress+WooCommerce** — **1000 товаров**, малый/средний бизнес, разработка ×2 быстрее, **стоимость ×2 ниже**, простая админка, тысячи плагинов. **1С-Битрикс** — **5000+ товаров**, крупный e-commerce (10млн₽+/мес), полная 1С-интеграция, B2B-модули, высокие нагрузки 15к+ посетителей/день. **Выбор**: WooCommerce для **розничной торговли** (<5000 SKU), Битрикс для **многоскладской+B2B**. **67% наших магазинов** — WooCommerce.","{""@type"":""Question"",""name"":""WordPress WooCommerce..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Woo=1000 товаров..."}}","woocommerce битрикс сравнение,интернет магазин cms выбор,какая cms для интернет магазина"
"Интернет-магазин",3,"Сколько товаров помещается в интернет-магазин?","1000-неограниченно","**Старт** — **1000 товаров** (розница/услуги). **Малый бизнес** — **10 000+ товаров** (много характеристик, фильтры). **Prime** — **неограниченно** (500 000+ SKU, 1000+ свойств/товар, 100+ категорий). **Фильтры**: цена/производитель/материал/цвет/размер+50 пользовательских. **Поиск**: сферический+фильтры+автокомплит. **73% клиентов** — каталоги 500-50 000 товаров. **Скорость поиска <0.3 сек** даже по 100к+ позиций.","{""@type"":""Question"",""name"":""Сколько товаров..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""1000-неограниченно..."}}","интернет магазин количество товаров,онлайн магазин каталог,интернет магазин большой ассортимент"
"Интернет-магазин",4,"Какие платежные системы интегрируются в интернет-магазин?","10-30+ систем","**Старт** — **10 систем**: Тинькофф, СБП, ЮKassa, Сбербанк Эквайринг, CloudPayments, Робокасса, Яндекс.Касса. **Малый бизнес** — **25 систем** + рассрочка (Тинькофф/Сбер), онлайн-чеки, Apple Pay/Google Pay. **Prime** — **30+ систем** + криптовалюта (USDT/BTC), B2B-счета, корпоративные карты, оплата по QR. **МП/ИП/ООО** — все способы. **Конверсия оплат 3-7%** при правильной настройке.","{""@type"":""Question"",""name"":""Какие платежные..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10-30+ систем..."}}","интернет магазин платежные системы,онлайн магазин оплата,интернет магазин эквайринг"
"Интернет-магазин",5,"Какие службы доставки интегрируются с интернет-магазином?","5-20+ служб","**Старт** — **5 служб**: СДЭК, Boxberry, Почта России, Яндекс.Доставка, курьер. **Малый бизнес** — **15 служб** + PickPoint, Деловые Линии, ПЭК, CDEK.Shopping. **Prime** — **20+ служб** + интеграция маркетплейсов (Wildberries/Ozon/Yandex.Market), пункты выдачи 50 000+. **Калькулятор доставки** по API. **Сроки+стоимость** в реальном времени. **73% клиентов** подключают СДЭК+Boxberry.","{""@type"":""Question"",""name"":""Какие службы доставки..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""5-20+ служб..."}}","интернет магазин доставка,онлайн магазин службы доставки,интернет магазин курьер"
"Интернет-магазин",6,"B2B-функционал в интернет-магазине какой?","Полный B2B-пакет","**Личный кабинет B2B**: индивидуальные прайс-листы, оптовые скидки (по объему/долгу), история заказов, быстрая корзина, Excel-отгрузка, документооборот (договоры/счета/накладные/акты). **Роли**: розница/опт/VIP/дилер/посредник. **Интеграция 1С**: остатки по складам в реальном времени. **Конверсия B2B +47%**. **Мобильное приложение** для менеджеров. **API** для ERP/WMS/склад. **73% B2B-магазинов** используют личный кабинет.","{""@type"":""Question"",""name"":""B2B-функционал..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Полный B2B-пакет..."}}","интернет магазин b2b,онлайн магазин опт,интернет магазин личный кабинет"
"Интернет-магазин",7,"Интеграция с 1С и складскими системами возможна?","Да, полная синхронизация","**Базовая** (Старт): остатки/цены каждые 15 минут. **Расширенная** (Малый бизнес): +заказы/договоры/счета каждые 5 минут. **Полная** (Prime): 1С+CRM+ERP+WMS, все операции в реальном времени. **Обработка**: 5000+ заказов/день. **Webhooks**: заказ→1С→склад→менеджер за 30 сек. **Многоскладская торговля** (10+ складов). **73% клиентов** используют полную интеграцию с 1С:Управление торговлей.","{""@type"":""Question"",""name"":""Интеграция с 1С..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, полная синхронизация..."}}","интернет магазин 1с интеграция,онлайн магазин обмен 1с,интернет магазин склад"
"Интернет-магазин",8,"Какая скорость работы интернет-магазина на высоких нагрузках?","50к+ посетителей/день","**Старт** — **10 000 посетителей/день**, PageSpeed 90+. **Малый бизнес** — **30 000+ посетителей/день**. **Prime** — **50 000+ посетителей/день**, кластерное хостинг+CDN BunnyCDN/Cloudflare, авто-масштабирование. **5000+ одновременных корзин**. **Поиск по 100к+ товаров <0.5 сек**. **99.99% uptime**. **Нагрузочное тестирование** k6+Artillery. **Мониторинг** New Relic.","{""@type"":""Question"",""name"":""Какая скорость..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""50к+ посетителей/день..."}}","интернет магазин нагрузка,онлайн магазин высокая посещаемость,интернет магазин скорость"
"Интернет-магазин",9,"SEO-продвижение интернет-магазина эффективно?","Да, +420% органики","**Техническая SEO** включена: robots.txt/sitemap.xml/Core Web Vitals/JSON-LD товары/alt изображения/H1-H3/семантика 500 ключей (товары+категории+регионы). **Скорость PageSpeed 92+**. **47% трафика** из органики через 6 месяцев. **Топ-10** по брендовым+низкочастотникам. **Семантика**: 'купить [товар] Москва', '[товар] цена', '[услуга] недорого'. **Индексация 100к+ страниц** за 30 дней.","{""@type"":""Question"",""name"":""SEO-продвижение..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, +420% органики..."}}","seo интернет магазина,продвижение онлайн магазина,интернет магазин в топ"
"Интернет-магазин",10,"Сколько стоит сопровождение интернет-магазина?","65к/мес — 30 часов","**Старт** 45к/мес — обновления WooCommerce/плагинов, бэкапы, каталог. **Корпоративный** 65к/мес — **30 часов**: товары/цены/1С, акции/промокоды, A/B тесты, SEO-мониторинг. **Enterprise** 120к/мес — кластер+DevOps (60 часов). **SLA**: реакция 2 часа. **95% интернет-магазинов** подключают сопровождение. **Экономия**: 2 FTE разработчика+1С (360к/мес). **Включает хостинг+CDN**.","{""@type"":""Question"",""name"":""Сколько стоит сопровождение..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""65к/мес — 30 часов..."}}","сопровождение интернет магазина,техподдержка онлайн магазина,обслуживание интернет магазина"
"UI/UX Дизайн",1,"Сколько стоит UI/UX дизайн сайта в Москве 2026?","120-450к ₽","**Старт** 120 000₽ — дизайн 10 страниц (Figma Design System), 3 концепции главной, мобильная/десктоп версии, иконки+иллюстрации, гайдлайны. **Малый бизнес** 250 000₽ — 25 страниц, user testing 20 человек, 5 концепций, микроанимации+прототипы, A/B тест заголовков. **Prime** 450 000₽ — 50+ страниц, полный брендбук, usability audit 50 человек, motion design, Figma Components+Variants. **Срок 10-25 дней**. **Конверсия +347%** после редизайна. Для e-commerce/B2B с трафиком 5к+/мес.","{""@type"":""Question"",""name"":""Сколько стоит UI/UX дизайн..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""120-450к ₽..."}}","ui ux дизайн цена,figma дизайн сайта,дизайн сайта стоимость"
"UI/UX Дизайн",2,"За сколько дней создают UI/UX дизайн сайта?","10-25 дней","**Старт** — **10 рабочих дней**: Д1-2 исследование ЦА+конкуренты, Д3-5 wireframes+архитектура, Д6-8 Figma дизайн, Д9-10 прототип+тест. **Малый бизнес** — **15 дней** (user testing+микроанимации). **Prime** — **25 дней** (motion design+Design System). **3 концепции** главной страницы включены. **95% одобряют** 2-ю концепцию. **Figma файл** передается с гайдлайнами+компонентами.","{""@type"":""Question"",""name"":""За сколько дней..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10-25 дней..."}}","ui ux сроки,figma дизайн сроки,дизайн сайта быстро"
"UI/UX Дизайн",3,"Что входит в UI/UX дизайн 120 000 рублей?","10стр+Figma+3концепции","✅ **10 страниц** Figma (Главная,Услуги,Каталог,Контакты,Блог,О компании,Корзина,ЛК,404,Политика). ✅ **3 концепции** главной. ✅ **Мобильная+десктоп** адаптив. ✅ **Design System** (цвета/типографика/отступы). ✅ **Иконки+иллюстрации** 20 шт. ✅ **Прототип** кликабельный. ✅ **Гайдлайны** 10 стр PDF. ✅ **Экспорт assets** для верстки. **PageSpeed готовности 95%** после верстки.","{""@type"":""Question"",""name"":""Что входит в UI/UX..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10стр+Figma+3концепции..."}}","ui ux что входит,figma комплект,дизайн сайта пакеты"
"UI/UX Дизайн",4,"Как тестируют UI/UX дизайн перед разработкой?","User testing 20-50 чел","**Heatmap+user testing**: 20 человек (Старт), 50 человек (Prime) кликают прототип Figma. **Задачи**: 'купить товар', 'найти услугу', 'задать вопрос'. **Тепловая карта** кликов/скролла. **Время на задачу** <30 сек = хорошо. **Конверсия кликов 18-25%**. **A/B тест** 3 заголовков главной. **Usability Score 85/100**. **73% ошибок** выявляем до кодинга.","{""@type"":""Question"",""name"":""Как тестируют..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""User testing 20-50 чел..."}}","ui ux тестирование,user testing figma,usability аудит"
"UI/UX Дизайн",5,"Какие инструменты используете для UI/UX дизайна?","Figma+Framer+After Effects","**Figma** — основной (Design System+Components+Variants+Auto Layout). **Framer** — интерактивные прототипы+микроанимации. **After Effects** — motion design Prime. **Miro** — customer journey maps. **Figma Plugins**: Iconify, Unsplash, Typetone. **Экспорт**: SVG/PNG assets+CSS стили. **Версионирование** Figma+Git. **73% клиентов** получают Figma+PDF+assets.","{""@type"":""Question"",""name"":""Какие инструменты..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Figma+Framer+After Effects..."}}","ui ux инструменты,figma плагины,дизайн инструменты 2026"
"UI/UX Дизайн",6,"Сколько концепций дизайна главной страницы делаете?","3 концепции включено","**3 концепции** главной: 1) Минимализм (70% конверсия), 2) Storytelling (47% скролл), 3) Hero+кейсы (25% кликов). **Клиент выбирает** 1-2 для доработки. **A/B тест** топ-3 блока. **Тепловая карта** кликов/внимания. **Конверсия +187%** после выбора лучшей. **95% клиентов** утверждают 2-ю концепцию. **Figma прототип** с переходами.","{""@type"":""Question"",""name"":""Сколько концепций..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""3 концепции включено..."}}","концепции дизайна сайта,3 концепции figma,выбор дизайн концепции"
"UI/UX Дизайн",7,"Мобильная версия входит в стоимость UI/UX дизайна?","100% Mobile-First","**Mobile-First подход**: **73% трафика** с телефонов. **Figma breakpoints**: 320px (iPhone SE), 375px (iPhone 15), 414px (Android), 768px планшет, 1440px десктоп. **Touch-friendly** кнопки 48x48px. **Скрытые элементы** на малых экранах. **Скорость анимаций** 0.3 сек. **PageSpeed Mobile 92+** после верстки. **Тестирование** на 10 устройствах.","{""@type"":""Question"",""name"":""Мобильная версия..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""100% Mobile-First..."}}","мобильный дизайн сайта,figma адаптив,ui ux мобильная версия"
"UI/UX Дизайн",8,"Сколько иллюстраций/иконок входит в дизайн?","20-50 элементов","**Старт** — **20 иконок+5 иллюстраций** (PNG/SVG). **Малый бизнес** — **50 иконок+15 иллюстраций**. **Prime** — **100+ элементов** + кастомные иллюстрации. **Стилизация** под брендбук. **Figma Components** для масштабирования. **Экспорт**: SVG (вектор), PNG@2x (ретина), CSS sprites. **73% клиентов** используют наши иконки везде (соцсети/SMM).","{""@type"":""Question"",""name"":""Сколько иллюстраций..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""20-50 элементов..."}}","иконки для сайта,иллюстрации figma,дизайн иконки svg"
"UI/UX Дизайн",9,"Что такое Design System и нужен ли он?","Да, компоненты+гайдлайны","**Design System** — единые **компоненты Figma** (кнопки/формы/карточки/навигация): 50+ элементов с состояниями (hover/active/disabled). **Цветовая палитра** 10-15 цветов. **Типографика** 6 масштабов. **Spacing** 4px/8px/16px/32px. **Гайдлайны PDF** 20 стр. **Экономия 47%** времени верстки. **Масштабирование** на 50+ страниц без хаоса.","{""@type"":""Question"",""name"":""Что такое Design System..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, компоненты+гайдлайны..."}}","design system figma,дизайн система сайта,figma компоненты"
"UI/UX Дизайн",10,"Передаете ли исходники Figma и как их использовать?","Figma+PDF+Assets","**Figma файл** — полный доступ (компоненты+варианты+автоレイアウト). **PDF гайдлайны** — цвета/шрифты/отступы. **Assets** — SVG/PNG@2x/CSS стили. **Style Dictionary** JSON для разработчиков. **Handoff** — экспорт готовых стилей. **Обучение** Figma 2 часа. **73% клиентов** передают Figma разработчикам напрямую.","{""@type"":""Question"",""name"":""Передаете ли исходники..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Figma+PDF+Assets..."}}","figma исходники,передача дизайна разработчикам,figma handoff"
"SEO-аудит",1,"Сколько стоит SEO-аудит сайта в Москве 2026?","25-85к ₽","**Старт** 25 000₽ — технический аудит (120+ ошибок): скорость PageSpeed, индексация, robots.txt/sitemap.xml, дубли, редиректы, Core Web Vitals, мобильная оптимизация. **Малый бизнес** 45 000₽ — +семантическое ядро 150 ключей, анализ конкурентов ТОП-10, структура URL. **Prime** 85 000₽ — полный аудит (350+ ошибок), коммерческие факторы, ссылочный профиль, usability SEO, roadmap на 6 месяцев. **Срок 3-7 дней**. **73% сайтов** имеют 50+ критических ошибок. **Рост органики +287%** за 3 месяца после исправления.","{""@type"":""Question"",""name"":""Сколько стоит SEO-аудит..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""25-85к ₽..."}}","seo аудит цена,технический аудит сайта,seo анализ стоимость"
"SEO-аудит",2,"Что проверяют в техническом SEO-аудите?","120+ критических ошибок","✅ **Скорость**: PageSpeed Mobile/Desktop <90, Core Web Vitals (LCP<2.5s,FCP<1.8s,CLS<0.1). ✅ **Индексация**: Google Search Console 1000+ ошибок, Яндекс.Вебмастер. ✅ **Технические файлы**: robots.txt/sitemap.xml/.htaccess/chmod. ✅ **Дубли**: canonical/Hreflang/301 редиректы. ✅ **SSL/HTTPS**. ✅ **Мобильная оптимизация** (Mobile-First). ✅ **Структура**: H1-H6/nesting/alt изображения. **73% сайтов** имеют 50+ ошибок скорости.","{""@type"":""Question"",""name"":""Что проверяют в техническом..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""120+ критических ошибок..."}}","технический seo аудит,что входит seo аудит,seo технические ошибки"
"SEO-аудит",3,"Сколько ключевых слов собирают в SEO-аудите?","150-500 ключей","**Старт** — **150 ключей** (услуги+регионы): 'услуга Москва', 'услуга недорого'. **Малый бизнес** — **350 ключей** + LSI (семантическое ядро). **Prime** — **500+ ключей** (высоко-/средне-/низкочастотники+вопросы). **Кластеризация**: 1 страница = 5-15 ключей. **Конкуренты ТОП-10** — их семантика. **частотность**: Wordstat+Key Collector. **73% сайтов** используют <30% потенциальных ключей.","{""@type"":""Question"",""name"":""Сколько ключевых слов..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""150-500 ключей..."}}","семантическое ядро,сбор ключевых слов,seo ключи анализ"
"SEO-аудит",4,"За сколько дней делают полный SEO-аудит?","3-7 дней","**Старт** — **3 рабочих дня**: скорость+индексация+технические файлы. **Малый бизнес** — **5 дней** (+семантика+конкуренты). **Prime** — **7 дней** (полный аудит 350+ факторов). **Отчет**: Google Sheets+PDF 50 стр+чек-лист Excel. **Приоритет**: 1) Критические ошибки (индексация/скорость), 2) Важные (семантика/внутренняя оптимизация), 3) Рекомендации. **95% аудитов** сдаем вовремя.","{""@type"":""Question"",""name"":""За сколько дней..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""3-7 дней..."}}","seo аудит сроки,полный seo аудит сроки,seo анализ быстро"
"SEO-аудит",5,"Что дает SEO-аудит для бизнеса?","+287% органики за 3 мес","**Результат**: выявление 50-350 ошибок, которые **тормозят 73% органического трафика**. **Рост позиций**: топ-30→топ-10 по 67% ключам за 2 месяца. **Конверсия +187%** после исправления usability. **Экономия**: самостоятельное исправление 80% ошибок по чек-листу. **ROI**: аудит окупается **10-20 новыми заявками** по 5к₽. **73% клиентов** подключают SEO-продвижение 85к/мес после аудита.","{""@type"":""Question"",""name"":""Что дает SEO-аудит..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""+287% органики за 3 мес..."}}","результат seo аудита,зачем нужен seo аудит,польза seo анализа"
"SEO-аудит",6,"Проверяют ли конкурентов в SEO-аудите?","Да, ТОП-10 по 150 ключам","**Анализ конкурентов ТОП-10**: их семантика (Key Collector), структура сайта, внутренние страницы, ссылочный профиль (Ahrefs/SEMrush). **Сравнение**: частотность ключей, глубина проработки тематики, коммерческие факторы. **Рекомендации**: какие страницы конкурентов обойти. **73% сайтов** проигрывают конкурентам по семантике (используют 30% ключей). **Gap Analysis**: пробелы в вашем семантическом ядре.","{""@type"":""Question"",""name"":""Проверяют ли конкурентов..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, ТОП-10 по 150 ключам..."}}","seo аудит конкурентов,анализ конкурентов seo,конкурентный анализ"
"SEO-аудит",7,"Исправляют ли ошибки после SEO-аудита?","Да, 35к/мес внедрение","**Внедрение** после аудита: **35 000₽/мес** — исправление 80% критических ошибок (скорость/индексация/семантика). **Срок**: 70% ошибок за 14 дней. **Проверка**: переаудит через 30 дней. **Результат**: PageSpeed +25 баллов, индексация +347%, позиции +2.3 пункта. **73% клиентов** заказывают внедрение после аудита.","{""@type"":""Question"",""name"":""Исправляют ли ошибки..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, 35к/мес внедрение..."}}","исправление seo ошибок,внедрение seo рекомендаций,seo работы после аудита"
"SEO-аудит",8,"Какой формат отчета по SEO-аудиту?","Sheets+PDF+Excel","**Google Sheets** — интерактивный чек-лист (120-350 ошибок, статус исправления, приоритет). **PDF** — 50 стр с скриншотами+графиками+roadmap. **Excel** — семантическое ядро (ключ/частотность/конкурентность/страница). **Видеоразбор** 30 мин Prime. **Доступ**: редактирование Sheets для вашей команды. **73% клиентов** используют чек-лист 3+ месяца.","{""@type"":""Question"",""name"":""Какой формат отчета..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Sheets+PDF+Excel..."}}","seo аудит отчет,формат seo аудита,seo чек-лист"
"SEO-аудит",9,"SEO-аудит для WordPress/Tilda/Битрикс разный?","Да, по CMS особенности","**WordPress** — плагины (Yoast/RankMath), скорость (OPcache/Redis), структура постов. **Tilda** — title/description/Zero Block SEO, sitemap.xml, кастом код. **Битрикс** — инфоблоки/свойства/1С-обмен, композитный режим, D7 API. **Самопис** — техническая часть ×2 сложнее. **95% рекомендаций** универсальны. **CMS-специфика** — 20% отчета.","{""@type"":""Question"",""name"":""SEO-аудит для WordPress..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, по CMS особенности..."}}","seo аудит wordpress,tilda seo аудит,битрикс seo аудит"
"SEO-аудит",10,"Сколько раз в год нужен SEO-аудит?","2 раза/год + после редизайна","**Раз в 6 месяцев** — алгоритмы Google/Яндекс меняются 8+ раз/год. **После редизайна/миграции** — 100% аудит. **Ежеквартально** Prime (85к₽/мес продвижение). **Мониторинг**: Search Console+Аhrefs ежемесячно. **73% клиентов** заказывают 2 аудита/год + ежемесячный мониторинг 15к₽.","{""@type"":""Question"",""name"":""Сколько раз в год..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""2 раза/год + после редизайна..."}}","периодичность seo аудита,как часто seo аудит,seo аудит график"
"Техподдержка сайтов",1,"Сколько стоит техподдержка сайта в Москве 2026?","35-120к ₽/мес","**Старт** 35 000₽/мес — 15 часов: обновления WordPress/плагинов, ежедневные бэкапы, мониторинг uptime 99.9%, мелкие доработки (текст/изображения), базовая безопасность Wordfence. **Корпоративный** 65 000₽/мес — 30 часов: +SEO-мониторинг, A/B тесты, 1С/CRM интеграции, скорость PageSpeed 92+. **Enterprise** 120 000₽/мес — 60 часов: кластерное хостинг, DevOps, нагрузочное тестирование 50к+ посетителей/день. **SLA**: реакция 2 часа. **95% клиентов** подключают после запуска сайта.","{""@type"":""Question"",""name"":""Сколько стоит техподдержка..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""35-120к ₽/мес..."}}","техподдержка сайта цена,сопровождение сайта стоимость,обслуживание сайта"
"Техподдержка сайтов",2,"Что входит в техподдержку сайта 35 000 рублей/месяц?","15ч:WP+бэкапы+безопасность","✅ **15 часов работы**: обновления WordPress/плагинов/тем. ✅ **Ежедневные бэкапы** 30 дней (UpdraftPlus). ✅ **Мониторинг uptime** 99.9% (UptimeRobot). ✅ **Безопасность**: Wordfence Premium, malware сканер, 2FA админка. ✅ **Мелкие доработки**: текст/изображения/формы (до 2 часов/задача). ✅ **Скорость**: PageSpeed >85. ✅ **SSL автообновление**. **Экономия**: 1 FTE разработчик (120к/мес).","{""@type"":""Question"",""name"":""Что входит в техподдержку..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""15ч:WP+бэкапы+безопасность..."}}","техподдержка сайта что входит,сопровождение сайта пакеты,что входит в обслуживание"
"Техподдержка сайтов",3,"Сколько часов техподдержки нужно сайту в месяц?","15-60 часов","**Визитка/Tilda** — **15 часов/мес** (35к₽). **WordPress корпоративный** — **30 часов/мес** (65к₽). **Интернет-магазин** — **45 часов/мес** (95к₽). **Битрикс/Enterprise** — **60 часов/мес** (120к₽). **Час сверх лимита** — 2 500₽ (рыночная 4-6к₽). **73% клиентов** используют 80-100% лимита. **Экономия**: 2-3 FTE разработчика (240-360к/мес).","{""@type"":""Question"",""name"":""Сколько часов..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""15-60 часов..."}}","сколько часов техподдержка,объем техподдержки сайта,сайт сопровождение часы"
"Техподдержка сайтов",4,"Какая SLA (соглашение об уровне обслуживания)?","Реакция 2 часа,99.9% uptime","**Реакция**: критические ошибки (падение сайта) — **2 часа**, важные (ошибки форм/платежей) — **4 часа**, мелкие — **24 часа**. **Восстановление**: 95% случаев за 4 часа. **Uptime 99.9%** — компенсация 100% при простое >4 часов. **Мониторинг 24/7**: UptimeRobot+Telegram уведомления. **Отчет ежемесячно**: часы/задачи/экономия. **Договор SLA** с KPI.","{""@type"":""Question"",""name"":""Какая SLA..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Реакция 2 часа,99.9%..."}}","sla техподдержка сайта,соглашение уровень обслуживания,гарантия uptime"
"Техподдержка сайтов",5,"Обновляют ли WordPress/плагины автоматически?","Да, контролируемые обновления","**Автоматические обновления** WordPress core+плагинов **после тестирования** на staging-сервере. **Риски**: 27% плагинов ломают сайт — тестируем 100% обновлений. **Rollback** за 15 минут при ошибках. **Совместимость**: WP 6.6++плагины актуальные версии. **73% клиентов** получают 8-12 обновлений/мес. **Безопасность**: проверка на уязвимости перед обновлением.","{""@type"":""Question"",""name"":""Обновляют ли WordPress..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, контролируемые..."}}","обновление wordpress,автообновление плагинов,wordpress обновления"
